ОСЦ;Архив;Индекс операции;Название операции;Тип ШК;КБП;вид/ площадка операции;Единица измерения;Норматив в секундах;Тип операции
ОСЦ Воронеж;Архив №4 Санкт-Петербург;RS 000 000 00 00;Проект_Размещение ЭГО документов/досье в ЕСМ_входящий поток_ОБЩИЙ файл;;;Проекты;страница;0;RUCH
ОСЦ Москва;Вне подразделений;RS 000 000 00 00;Проект_Размещение ЭГО документов/досье в ЕСМ_входящий поток_ОБЩИЙ файл;;;Проекты;страница;0;RUCH
ОСЦ Москва;Архив №1 Томилино;RS 000 000 00 00;Проект_Размещение ЭГО документов/досье в ЕСМ_входящий поток_ОБЩИЙ файл;;;Проекты;страница;0;RUCH
ОСЦ Нижний Новгород;Вне подразделений;RS 000 000 00 00;Проект_Размещение ЭГО документов/досье в ЕСМ_входящий поток_ОБЩИЙ файл;;;Проекты;страница;0;RUCH
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;RS 000 000 00 00;Проект_Размещение ЭГО документов/досье в ЕСМ_входящий поток_ОБЩИЙ файл;;;Проекты;страница;40,419;RUCH
ОСЦ Новосибирск;Вне подразделений;RS 000 000 00 00;Проект_Размещение ЭГО документов/досье в ЕСМ_входящий поток_ОБЩИЙ файл;;;Проекты;страница;0;RUCH
ОСЦ Новосибирск;Архив №1 Новосибирск;RS 000 000 00 00;Проект_Размещение ЭГО документов/досье в ЕСМ_входящий поток_ОБЩИЙ файл;;;Проекты;страница;0;RUCH
ОСЦ Самара;Вне подразделений;RS 000 000 00 00;Проект_Размещение ЭГО документов/досье в ЕСМ_входящий поток_ОБЩИЙ файл;;;Проекты;страница;0;RUCH
ОСЦ Новосибирск;Архив №3 Екатеринбург;RS 000 000 00 00;Проект_Размещение ЭГО документов/досье в ЕСМ_входящий поток_ОБЩИЙ файл;;;Проекты;страница;0;RUCH
ОСЦ Самара;Архив №1 Самара;RS 000 000 00 00;Проект_Размещение ЭГО документов/досье в ЕСМ_входящий поток_ОБЩИЙ файл;;;Проекты;страница;0;RUCH
ОСЦ Воронеж;Вне подразделений;SL 014 000 00 01;Проект_Перекартонирование полупустых АК;;;Проекты;АК;180;RUCH
ОСЦ Воронеж;Архив №1 Воронеж;SL 014 000 00 01;Проект_Перекартонирование полупустых АК;;;Проекты;АК;180;RUCH
ОСЦ Воронеж;Архив №3 Калининград;SL 014 000 00 01;Проект_Перекартонирование полупустых АК;;;Проекты;АК;180;RUCH
ОСЦ Воронеж;Архив №4 Санкт-Петербург;SL 014 000 00 01;Проект_Перекартонирование полупустых АК;;;Проекты;АК;180;RUCH
ОСЦ Москва;Вне подразделений;SL 014 000 00 01;Проект_Перекартонирование полупустых АК;;;Проекты;АК;0;RUCH
ОСЦ Москва;Архив №1 Томилино;SL 014 000 00 01;Проект_Перекартонирование полупустых АК;;;Проекты;АК;0;RUCH
ОСЦ Нижний Новгород;Вне подразделений;SL 014 000 00 01;Проект_Перекартонирование полупустых АК;;;Проекты;АК;0;RUCH
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;SL 014 000 00 01;Проект_Перекартонирование полупустых АК;;;Проекты;АК;180;RUCH
ОСЦ Новосибирск;Вне подразделений;SL 014 000 00 01;Проект_Перекартонирование полупустых АК;;;Проекты;АК;0;RUCH
ОСЦ Новосибирск;Архив №1 Новосибирск;SL 014 000 00 01;Проект_Перекартонирование полупустых АК;;;Проекты;АК;0;RUCH
ОСЦ Самара;Вне подразделений;SL 014 000 00 01;Проект_Перекартонирование полупустых АК;;;Проекты;АК;0;RUCH
ОСЦ Новосибирск;Архив №3 Екатеринбург;SL 014 000 00 01;Проект_Перекартонирование полупустых АК;;;Проекты;АК;0;RUCH
ОСЦ Самара;Архив №1 Самара;SL 014 000 00 01;Проект_Перекартонирование полупустых АК;;;Проекты;АК;0;RUCH
ОСЦ Воронеж;Вне подразделений;SL 053 000 00 01;Проект_Изъято / Размещено из/в АЛЦ коробов по запросам;-;00;Проекты;АК;0;RUCH
ОСЦ Воронеж;Архив №1 Воронеж;SL 053 000 00 01;Проект_Изъято / Размещено из/в АЛЦ коробов по запросам;-;00;Проекты;АК;0;RUCH
ОСЦ Воронеж;Архив №3 Калининград;SL 053 000 00 01;Проект_Изъято / Размещено из/в АЛЦ коробов по запросам;-;00;Проекты;АК;0;RUCH
ОСЦ Воронеж;Архив №4 Санкт-Петербург;SL 053 000 00 01;Проект_Изъято / Размещено из/в АЛЦ коробов по запросам;-;00;Проекты;АК;0;RUCH
ОСЦ Москва;Вне подразделений;SL 053 000 00 01;Проект_Изъято / Размещено из/в АЛЦ коробов по запросам;-;00;Проекты;АК;0;RUCH
ОСЦ Москва;Архив №1 Томилино;SL 053 000 00 01;Проект_Изъято / Размещено из/в АЛЦ коробов по запросам;-;00;Проекты;АК;0;RUCH
ОСЦ Нижний Новгород;Вне подразделений;SL 053 000 00 01;Проект_Изъято / Размещено из/в АЛЦ коробов по запросам;-;00;Проекты;АК;0;RUCH
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;SL 053 000 00 01;Проект_Изъято / Размещено из/в АЛЦ коробов по запросам;-;00;Проекты;АК;29;RUCH
ОСЦ Новосибирск;Вне подразделений;SL 053 000 00 01;Проект_Изъято / Размещено из/в АЛЦ коробов по запросам;-;00;Проекты;АК;0;RUCH
ОСЦ Новосибирск;Архив №1 Новосибирск;SL 053 000 00 01;Проект_Изъято / Размещено из/в АЛЦ коробов по запросам;-;00;Проекты;АК;0;RUCH
ОСЦ Самара;Вне подразделений;SL 053 000 00 01;Проект_Изъято / Размещено из/в АЛЦ коробов по запросам;-;00;Проекты;АК;0;RUCH
ОСЦ Новосибирск;Архив №3 Екатеринбург;SL 053 000 00 01;Проект_Изъято / Размещено из/в АЛЦ коробов по запросам;-;00;Проекты;АК;0;RUCH
ОСЦ Самара;Архив №1 Самара;SL 053 000 00 01;Проект_Изъято / Размещено из/в АЛЦ коробов по запросам;-;00;Проекты;АК;28;RUCH
ОСЦ Воронеж;Вне подразделений;SL 077 000 00 01;Проект_Перекартонирование поврежденных архивных коробов;-;00;Проекты;АК;0;RUCH
ОСЦ Воронеж;Архив №1 Воронеж;SL 077 000 00 01;Проект_Перекартонирование поврежденных архивных коробов;-;00;Проекты;АК;0;RUCH
ОСЦ Воронеж;Архив №3 Калининград;SL 077 000 00 01;Проект_Перекартонирование поврежденных архивных коробов;-;00;Проекты;АК;0;RUCH
ОСЦ Воронеж;Архив №4 Санкт-Петербург;SL 077 000 00 01;Проект_Перекартонирование поврежденных архивных коробов;-;00;Проекты;АК;72;RUCH
ОСЦ Москва;Вне подразделений;SL 077 000 00 01;Проект_Перекартонирование поврежденных архивных коробов;-;00;Проекты;АК;0;RUCH
ОСЦ Москва;Архив №1 Томилино;SL 077 000 00 01;Проект_Перекартонирование поврежденных архивных коробов;-;00;Проекты;АК;0;RUCH
ОСЦ Нижний Новгород;Вне подразделений;SL 077 000 00 01;Проект_Перекартонирование поврежденных архивных коробов;-;00;Проекты;АК;0;RUCH
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;SL 077 000 00 01;Проект_Перекартонирование поврежденных архивных коробов;-;00;Проекты;АК;0;RUCH
ОСЦ Новосибирск;Вне подразделений;SL 077 000 00 01;Проект_Перекартонирование поврежденных архивных коробов;-;00;Проекты;АК;0;RUCH
ОСЦ Новосибирск;Архив №1 Новосибирск;SL 077 000 00 01;Проект_Перекартонирование поврежденных архивных коробов;-;00;Проекты;АК;72;RUCH
ОСЦ Самара;Вне подразделений;SL 077 000 00 01;Проект_Перекартонирование поврежденных архивных коробов;-;00;Проекты;АК;0;RUCH
ОСЦ Новосибирск;Архив №3 Екатеринбург;SL 077 000 00 01;Проект_Перекартонирование поврежденных архивных коробов;-;00;Проекты;АК;72;RUCH
ОСЦ Самара;Архив №1 Самара;SL 077 000 00 01;Проект_Перекартонирование поврежденных архивных коробов;-;00;Проекты;АК;0;RUCH
ОСЦ Воронеж;Вне подразделений;SL 096 000 00 01;Проект_Сборка АК/ФК;-;00;Проекты;АК/ФК;0;RUCH
ОСЦ Воронеж;Архив №1 Воронеж;SL 096 000 00 01;Проект_Сборка АК/ФК;-;00;Проекты;АК/ФК;0;RUCH
ОСЦ Воронеж;Архив №3 Калининград;SL 096 000 00 01;Проект_Сборка АК/ФК;-;00;Проекты;АК/ФК;0;RUCH
ОСЦ Воронеж;Архив №4 Санкт-Петербург;SL 096 000 00 01;Проект_Сборка АК/ФК;-;00;Проекты;АК/ФК;0;RUCH
ОСЦ Москва;Вне подразделений;SL 096 000 00 01;Проект_Сборка АК/ФК;-;00;Проекты;АК/ФК;0;RUCH
ОСЦ Москва;Архив №1 Томилино;SL 096 000 00 01;Проект_Сборка АК/ФК;-;00;Проекты;АК/ФК;0;RUCH
ОСЦ Нижний Новгород;Вне подразделений;SL 096 000 00 01;Проект_Сборка АК/ФК;-;00;Проекты;АК/ФК;0;RUCH
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;SL 096 000 00 01;Проект_Сборка АК/ФК;-;00;Проекты;АК/ФК;12;RUCH
ОСЦ Новосибирск;Вне подразделений;SL 096 000 00 01;Проект_Сборка АК/ФК;-;00;Проекты;АК/ФК;0;RUCH
ОСЦ Новосибирск;Архив №1 Новосибирск;SL 096 000 00 01;Проект_Сборка АК/ФК;-;00;Проекты;АК/ФК;12;RUCH
ОСЦ Самара;Вне подразделений;SL 096 000 00 01;Проект_Сборка АК/ФК;-;00;Проекты;АК/ФК;0;RUCH
ОСЦ Новосибирск;Архив №3 Екатеринбург;SL 096 000 00 01;Проект_Сборка АК/ФК;-;00;Проекты;АК/ФК;12;RUCH
ОСЦ Самара;Архив №1 Самара;SL 096 000 00 01;Проект_Сборка АК/ФК;-;00;Проекты;АК/ФК;12;RUCH
ОСЦ Воронеж;Вне подразделений;SL 103 000 00 01;Проект_Перекартонирование_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Воронеж;Архив №1 Воронеж;SL 103 000 00 01;Проект_Перекартонирование_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Воронеж;Архив №3 Калининград;SL 103 000 00 01;Проект_Перекартонирование_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;2;RUCH
ОСЦ Воронеж;Архив №4 Санкт-Петербург;SL 103 000 00 01;Проект_Перекартонирование_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Москва;Вне подразделений;SL 103 000 00 01;Проект_Перекартонирование_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Москва;Архив №1 Томилино;SL 103 000 00 01;Проект_Перекартонирование_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Нижний Новгород;Вне подразделений;SL 103 000 00 01;Проект_Перекартонирование_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;SL 103 000 00 01;Проект_Перекартонирование_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;1,818;RUCH
ОСЦ Новосибирск;Вне подразделений;SL 103 000 00 01;Проект_Перекартонирование_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Новосибирск;Архив №1 Новосибирск;SL 103 000 00 01;Проект_Перекартонирование_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Самара;Вне подразделений;SL 103 000 00 01;Проект_Перекартонирование_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Новосибирск;Архив №3 Екатеринбург;SL 103 000 00 01;Проект_Перекартонирование_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Самара;Архив №1 Самара;SL 103 000 00 01;Проект_Перекартонирование_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Воронеж;Вне подразделений;SL 104 000 00 01;Проект_Перекартонирование_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Воронеж;Архив №1 Воронеж;SL 104 000 00 01;Проект_Перекартонирование_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Воронеж;Архив №3 Калининград;SL 104 000 00 01;Проект_Перекартонирование_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;3,2;RUCH
ОСЦ Воронеж;Архив №4 Санкт-Петербург;SL 104 000 00 01;Проект_Перекартонирование_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Москва;Вне подразделений;SL 104 000 00 01;Проект_Перекартонирование_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Москва;Архив №1 Томилино;SL 104 000 00 01;Проект_Перекартонирование_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Нижний Новгород;Вне подразделений;SL 104 000 00 01;Проект_Перекартонирование_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;SL 104 000 00 01;Проект_Перекартонирование_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;2,56;RUCH
ОСЦ Новосибирск;Вне подразделений;SL 104 000 00 01;Проект_Перекартонирование_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Новосибирск;Архив №1 Новосибирск;SL 104 000 00 01;Проект_Перекартонирование_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Самара;Вне подразделений;SL 104 000 00 01;Проект_Перекартонирование_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Новосибирск;Архив №3 Екатеринбург;SL 104 000 00 01;Проект_Перекартонирование_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Самара;Архив №1 Самара;SL 104 000 00 01;Проект_Перекартонирование_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Воронеж;Вне подразделений;SL 105 000 00 01;Проект_Перекартонирование_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Воронеж;Архив №1 Воронеж;SL 105 000 00 01;Проект_Перекартонирование_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Воронеж;Архив №3 Калининград;SL 105 000 00 01;Проект_Перекартонирование_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;4,8;RUCH
ОСЦ Воронеж;Архив №4 Санкт-Петербург;SL 105 000 00 01;Проект_Перекартонирование_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Москва;Вне подразделений;SL 105 000 00 01;Проект_Перекартонирование_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Москва;Архив №1 Томилино;SL 105 000 00 01;Проект_Перекартонирование_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Нижний Новгород;Вне подразделений;SL 105 000 00 01;Проект_Перекартонирование_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;SL 105 000 00 01;Проект_Перекартонирование_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;3,8;RUCH
ОСЦ Новосибирск;Вне подразделений;SL 105 000 00 01;Проект_Перекартонирование_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Новосибирск;Архив №1 Новосибирск;SL 105 000 00 01;Проект_Перекартонирование_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Самара;Вне подразделений;SL 105 000 00 01;Проект_Перекартонирование_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Новосибирск;Архив №3 Екатеринбург;SL 105 000 00 01;Проект_Перекартонирование_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Самара;Архив №1 Самара;SL 105 000 00 01;Проект_Перекартонирование_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Воронеж;Вне подразделений;SL 106 000 00 01;Проект_Уплотнение_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Воронеж;Архив №1 Воронеж;SL 106 000 00 01;Проект_Уплотнение_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Воронеж;Архив №3 Калининград;SL 106 000 00 01;Проект_Уплотнение_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;2;RUCH
ОСЦ Воронеж;Архив №4 Санкт-Петербург;SL 106 000 00 01;Проект_Уплотнение_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Москва;Вне подразделений;SL 106 000 00 01;Проект_Уплотнение_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Москва;Архив №1 Томилино;SL 106 000 00 01;Проект_Уплотнение_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Нижний Новгород;Вне подразделений;SL 106 000 00 01;Проект_Уплотнение_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;SL 106 000 00 01;Проект_Уплотнение_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;2;RUCH
ОСЦ Новосибирск;Вне подразделений;SL 106 000 00 01;Проект_Уплотнение_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Новосибирск;Архив №1 Новосибирск;SL 106 000 00 01;Проект_Уплотнение_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Самара;Вне подразделений;SL 106 000 00 01;Проект_Уплотнение_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Новосибирск;Архив №3 Екатеринбург;SL 106 000 00 01;Проект_Уплотнение_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Самара;Архив №1 Самара;SL 106 000 00 01;Проект_Уплотнение_Документ присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Воронеж;Вне подразделений;SL 107 000 00 01;Проект_Уплотнение_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Воронеж;Архив №1 Воронеж;SL 107 000 00 01;Проект_Уплотнение_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Воронеж;Архив №3 Калининград;SL 107 000 00 01;Проект_Уплотнение_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;3,2;RUCH
ОСЦ Воронеж;Архив №4 Санкт-Петербург;SL 107 000 00 01;Проект_Уплотнение_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Москва;Вне подразделений;SL 107 000 00 01;Проект_Уплотнение_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Москва;Архив №1 Томилино;SL 107 000 00 01;Проект_Уплотнение_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Нижний Новгород;Вне подразделений;SL 107 000 00 01;Проект_Уплотнение_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;SL 107 000 00 01;Проект_Уплотнение_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;3,2;RUCH
ОСЦ Новосибирск;Вне подразделений;SL 107 000 00 01;Проект_Уплотнение_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Новосибирск;Архив №1 Новосибирск;SL 107 000 00 01;Проект_Уплотнение_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Самара;Вне подразделений;SL 107 000 00 01;Проект_Уплотнение_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Новосибирск;Архив №3 Екатеринбург;SL 107 000 00 01;Проект_Уплотнение_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Самара;Архив №1 Самара;SL 107 000 00 01;Проект_Уплотнение_Опись присутствовала внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Воронеж;Вне подразделений;SL 108 000 00 01;Проект_Уплотнение_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Воронеж;Архив №1 Воронеж;SL 108 000 00 01;Проект_Уплотнение_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Воронеж;Архив №3 Калининград;SL 108 000 00 01;Проект_Уплотнение_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;3,2;RUCH
ОСЦ Воронеж;Архив №4 Санкт-Петербург;SL 108 000 00 01;Проект_Уплотнение_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Москва;Вне подразделений;SL 108 000 00 01;Проект_Уплотнение_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Москва;Архив №1 Томилино;SL 108 000 00 01;Проект_Уплотнение_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Нижний Новгород;Вне подразделений;SL 108 000 00 01;Проект_Уплотнение_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;SL 108 000 00 01;Проект_Уплотнение_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;3,2;RUCH
ОСЦ Новосибирск;Вне подразделений;SL 108 000 00 01;Проект_Уплотнение_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Новосибирск;Архив №1 Новосибирск;SL 108 000 00 01;Проект_Уплотнение_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Самара;Вне подразделений;SL 108 000 00 01;Проект_Уплотнение_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Новосибирск;Архив №3 Екатеринбург;SL 108 000 00 01;Проект_Уплотнение_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Самара;Архив №1 Самара;SL 108 000 00 01;Проект_Уплотнение_Сшив присутствовал внутри короба при проведении контроля полноты короба;-;00;Проекты;документ;0;RUCH
ОСЦ Воронеж;Вне подразделений;SR 212 000 00 01;Проект_ДВА_Определение ССП/ВСП - владельца документов и/или правопреемника;-;00;Проекты;Подразделение;0;RUCH
ОСЦ Воронеж;Архив №1 Воронеж;SR 212 000 00 01;Проект_ДВА_Определение ССП/ВСП - владельца документов и/или правопреемника;-;00;Проекты;Подразделение;80;RUCH
ОСЦ Воронеж;Архив №3 Калининград;SR 212 000 00 01;Проект_ДВА_Определение ССП/ВСП - владельца документов и/или правопреемника;-;00;Проекты;Подразделение;0;RUCH
ОСЦ Воронеж;Архив №4 Санкт-Петербург;SR 212 000 00 01;Проект_ДВА_Определение ССП/ВСП - владельца документов и/или правопреемника;-;00;Проекты;Подразделение;0;RUCH
ОСЦ Москва;Вне подразделений;SR 212 000 00 01;Проект_ДВА_Определение ССП/ВСП - владельца документов и/или правопреемника;-;00;Проекты;Подразделение;0;RUCH
ОСЦ Москва;Архив №1 Томилино;SR 212 000 00 01;Проект_ДВА_Определение ССП/ВСП - владельца документов и/или правопреемника;-;00;Проекты;Подразделение;0;RUCH
ОСЦ Нижний Новгород;Вне подразделений;SR 212 000 00 01;Проект_ДВА_Определение ССП/ВСП - владельца документов и/или правопреемника;-;00;Проекты;Подразделение;0;RUCH
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;SR 212 000 00 01;Проект_ДВА_Определение ССП/ВСП - владельца документов и/или правопреемника;-;00;Проекты;Подразделение;0;RUCH
ОСЦ Новосибирск;Вне подразделений;SR 212 000 00 01;Проект_ДВА_Определение ССП/ВСП - владельца документов и/или правопреемника;-;00;Проекты;Подразделение;0;RUCH
ОСЦ Новосибирск;Архив №1 Новосибирск;SR 212 000 00 01;Проект_ДВА_Определение ССП/ВСП - владельца документов и/или правопреемника;-;00;Проекты;Подразделение;0;RUCH
ОСЦ Самара;Вне подразделений;SR 212 000 00 01;Проект_ДВА_Определение ССП/ВСП - владельца документов и/или правопреемника;-;00;Проекты;Подразделение;0;RUCH
ОСЦ Новосибирск;Архив №3 Екатеринбург;SR 212 000 00 01;Проект_ДВА_Определение ССП/ВСП - владельца документов и/или правопреемника;-;00;Проекты;Подразделение;0;RUCH
ОСЦ Самара;Архив №1 Самара;SR 212 000 00 01;Проект_ДВА_Определение ССП/ВСП - владельца документов и/или правопреемника;-;00;Проекты;Подразделение;0;RUCH
ОСЦ Воронеж;Вне подразделений;SR 278 000 00 01;Проект_Сортировка документов (пакетная регистрация вкладов ПВБ);-;00;Проекты;ЕХ;0;RUCH
ОСЦ Воронеж;Архив №1 Воронеж;SR 278 000 00 01;Проект_Сортировка документов (пакетная регистрация вкладов ПВБ);-;00;Проекты;ЕХ;0;RUCH
ОСЦ Воронеж;Архив №3 Калининград;SR 278 000 00 01;Проект_Сортировка документов (пакетная регистрация вкладов ПВБ);-;00;Проекты;ЕХ;0;RUCH
ОСЦ Воронеж;Архив №4 Санкт-Петербург;SR 278 000 00 01;Проект_Сортировка документов (пакетная регистрация вкладов ПВБ);-;00;Проекты;ЕХ;0;RUCH
ОСЦ Москва;Вне подразделений;SR 278 000 00 01;Проект_Сортировка документов (пакетная регистрация вкладов ПВБ);-;00;Проекты;ЕХ;0;RUCH
ОСЦ Москва;Архив №1 Томилино;SR 278 000 00 01;Проект_Сортировка документов (пакетная регистрация вкладов ПВБ);-;00;Проекты;ЕХ;0;RUCH
ОСЦ Нижний Новгород;Вне подразделений;SR 278 000 00 01;Проект_Сортировка документов (пакетная регистрация вкладов ПВБ);-;00;Проекты;ЕХ;0;RUCH
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;SR 278 000 00 01;Проект_Сортировка документов (пакетная регистрация вкладов ПВБ);-;00;Проекты;ЕХ;4114;RUCH
ОСЦ Новосибирск;Вне подразделений;SR 278 000 00 01;Проект_Сортировка документов (пакетная регистрация вкладов ПВБ);-;00;Проекты;ЕХ;0;RUCH
